30.663816,104.072785
30.657682,104.067492
30.659319,104.075915
30.657388,104.067544
30.668467,104.076833
30.665319,104.065687
30.658628,104.072657
30.667161,104.079814
30.657736,104.08
30.657733,104.079326
30.672112,104.075712
30.670663,104.080222
30.667081,104.070679
30.666186,104.069134
30.658656,104.072582
30.659811,104.079097
30.660947,104.077152
30.666997,104.068967
30.670246,104.066292
30.663716,104.071452
30.667241,104.070606
30.661514,104.077638
30.658513,104.073341
30.665632,104.068809
30.659395,104.080092
30.660344,104.074549
30.664921,104.080063
30.659892,104.074783
30.671296,104.07529
30.665364,104.070707
30.667108,104.070891
30.660445,104.070789
30.658398,104.069827
30.666138,104.069073
30.663791,104.069082
30.666008,104.070723
30.657705,104.06841
30.658409,104.07024
30.67212,104.068791
30.669843,104.073788
30.657783,104.080107
30.670704,104.074798
30.67186,104.071117
30.666291,104.065617
30.663104,104.073774
30.65766,104.067408
30.669944,104.073741
30.663427,104.070166
30.663594,104.069889
30.66522,104.068792
30.660836,104.077139
30.663626,104.072367
30.665156,104.07318
30.671797,104.077273
30.668266,104.077754
30.667741,104.07951
30.667652,104.070642
30.657742,104.079852
30.671219,104.070654
30.664322,104.070767
30.664551,104.079688
30.670052,104.073344
30.670198,104.072952
30.658109,104.071072
30.659762,104.075477
30.662989,104.065748
30.659302,104.071016
30.668531,104.073186
30.658528,104.070807
30.659135,104.070803
30.666719,104.07886
30.657315,104.080218
30.669419,104.073994
30.657352,104.080037
30.665488,104.065685
30.671015,104.079439
30.672151,104.075764
30.667471,104.065629
30.672011,104.069034
30.670263,104.072807
30.66883,104.080475
30.672194,104.068772
30.657342,104.080136
30.666116,104.078393
30.668624,104.076908
30.663303,104.07338
30.667498,104.070629
30.668491,104.073207
30.671987,104.069275
30.669971,104.07346
30.669189,104.071182
30.662928,104.079735
30.669406,104.074734
30.65858,104.076041
30.670239,104.066106
30.670561,104.080473
30.663162,104.079205
30.665952,104.070676
30.665465,104.073632
30.667388,104.070738
30.668378,104.072983
30.65796,104.080012
30.667128,104.070616
30.657689,104.071142
30.669953,104.073924
30.662115,104.069068
30.667181,104.070617
30.667102,104.069769
30.667059,104.07726
30.665306,104.070762
30.670511,104.066322
30.660238,104.070972
30.657567,104.079654
30.670017,104.073217
30.665666,104.080374
30.670554,104.077064
30.658141,104.078536
30.660247,104.07215
30.663038,104.079438
30.67196,104.077665
30.66988,104.073678
30.667821,104.07959
30.668779,104.080274
30.664892,104.070903
30.659602,104.070611
30.665243,104.068719
30.667951,104.070604
30.669402,104.065837
30.67198,104.069226
30.665932,104.077945
30.664819,104.0805
30.669185,104.073918
30.670136,104.076711
30.664816,104.080529
30.663062,104.068903
30.668372,104.077017
30.668491,104.076885
30.657325,104.080305
30.667063,104.070102
30.669003,104.075509
30.670848,104.074823
30.658752,104.076993
30.659722,104.07482
30.667923,104.079608
30.665098,104.070661
30.66684,104.070508
30.658055,104.071095
30.660268,104.070905
30.672204,104.075926
30.668002,104.073626
30.66788,104.073927
30.659147,104.077255
30.657986,104.067438
30.660576,104.078787
30.657627,104.079561
30.660554,104.078676
30.660597,104.078764
30.657853,104.067429
30.669811,104.073801
30.667854,104.079635
30.670593,104.080394
30.658436,104.070562
30.658412,104.072023
30.666909,104.070746
30.666844,104.070611
30.67199,104.071291
30.658506,104.06967
30.659544,104.075574
30.658442,104.069084
30.669763,104.065898
30.663747,104.079235
30.657836,104.0675
30.672191,104.077022
30.671961,104.067791
30.671127,104.066541
30.668417,104.077016
30.658667,104.073076
30.665381,104.065759
30.666212,104.078619
30.670091,104.066232
30.658456,104.073486
30.658653,104.069133
30.667116,104.075431
30.662477,104.075177
30.665557,104.068547
30.657634,104.079621
30.67034,104.07307
30.666652,104.06559
30.668994,104.076007
30.670857,104.075121
30.658899,104.08052
30.657424,104.080075
30.657969,104.071074
30.657848,104.071109
30.659657,104.074927
30.65801,104.078719
30.660024,104.069033
30.6601,104.073584
30.669039,104.07075
30.663909,104.078679
30.665063,104.072601
30.658622,104.070806
30.658914,104.07726
30.660339,104.074766
30.658616,104.071806
30.658671,104.072824
30.670868,104.079567
30.661666,104.080238
30.668021,104.079757
30.667863,104.077368
30.662768,104.065788
30.66042,104.075337
30.66358,104.068973
30.668383,104.073075
30.658455,104.07782
30.657251,104.067419
30.658724,104.073586
30.669507,104.074617
30.658691,104.072061
30.672021,104.077451
30.662416,104.080504
30.664965,104.068881
30.666359,104.06559
30.665921,104.073772
30.657625,104.079559
30.65882,104.06743
30.657578,104.07972
30.669543,104.074427
30.658444,104.074712
30.657474,104.068639
30.66935,104.073849
30.66706,104.070029
30.66775,104.079735
30.659996,104.07458
30.658275,104.078767
30.658511,104.070696
30.659921,104.074653
30.662329,104.068856
30.658767,104.071104
30.667169,104.079697
30.671825,104.075499
30.658037,104.080027
30.660133,104.074464
30.660854,104.077235
30.657227,104.067635
30.669583,104.074489
30.657699,104.07123
30.659487,104.076459
30.657878,104.077104
30.657878,104.067445
30.660255,104.080304
30.65761,104.071247
30.667099,104.070205
30.669097,104.078595
30.670653,104.080201
30.666107,104.073846
30.66246,104.068849
30.668783,104.070844
30.667122,104.079757
30.661417,104.079747
30.660676,104.078592
30.672043,104.075678
30.660545,104.078479
30.666234,104.070609
30.657773,104.079326
30.660453,104.078412
30.660342,104.075429
30.67049,104.074688
30.659542,104.076605
30.657531,104.067457
30.660609,104.077207
30.668886,104.075849
30.666873,104.080524
30.660845,104.077246
30.671881,104.075532
30.667812,104.07965
30.65727,104.080148
30.665393,104.065662
30.662524,104.080505
30.658677,104.073865
30.657513,104.079943
30.657384,104.06753
30.659649,104.076159
30.660319,104.072471
