39.98764,116.36417
39.97997,116.34778
39.96272,116.36304
39.97509,116.3534
39.9923,116.35671
39.97974,116.36092
39.98081,116.37023
39.97865,116.36986
39.96679,116.36203
39.97332,116.34662
39.97098,116.36814
39.96671,116.36014
39.98078,116.36734
39.96432,116.35115
39.97645,116.34761
39.97918,116.35832
39.98015,116.35939
39.97728,116.36394
39.96632,116.34696
39.96829,116.34643
39.98651,116.35927
39.97815,116.34783
39.98086,116.35341
39.98522,116.34669
39.96994,116.35713
39.98032,116.35442
39.99219,116.35134
39.96655,116.35976
39.98042,116.35974
39.98085,116.36676
39.9762,116.34828
39.96427,116.35697
39.96653,116.34447
39.99141,116.35895
39.97661,116.35255
39.97214,116.35963
39.96684,116.36448
39.978,116.36355
39.98638,116.36337
39.99221,116.34691
39.97547,116.34439
39.96603,116.36405
39.99223,116.34687
39.96693,116.36617
39.9728,116.35944
39.98045,116.35926
39.98561,116.35692
39.9751,116.34253
39.97606,116.35596
39.96622,116.36074
39.9752,116.37029
39.97196,116.36852
39.96629,116.3655
39.9921,116.35887
39.97401,116.36354
39.96616,116.35703
39.98004,116.35936
39.97375,116.36197
39.97047,116.36458
39.98482,116.36426
39.97168,116.34455
39.97237,116.35963
39.98648,116.36905
39.98585,116.34683
39.99193,116.34677
39.98991,116.36687
39.98553,116.36327
39.96773,116.35749
39.98967,116.36288
39.96564,116.34369
39.96337,116.34891
39.98042,116.35431
39.98698,116.35912
39.98684,116.35919
39.9743,116.3635
39.97916,116.36683
39.98075,116.34768
39.96591,116.35894
39.98438,116.34705
39.98605,116.36033
39.9697,116.34828
39.96554,116.34869
39.96545,116.36144
39.97035,116.34689
39.98038,116.37129
39.96672,116.36248
39.97078,116.3482
39.98589,116.34855
39.99187,116.35987
39.98653,116.36435
39.96936,116.34829
39.96716,116.37159
39.96674,116.35488
39.97524,116.35562
39.98561,116.36103
39.99194,116.34218
39.98021,116.35133
39.97524,116.37061
39.97254,116.3497
39.96778,116.34463
39.99178,116.35882
39.98071,116.37168
39.98306,116.34717
39.97537,116.36319
39.96608,116.35425
39.98848,116.36312
39.965,116.35463
39.96719,116.37164
39.9853,116.34321
39.96965,116.34832
39.97573,116.36097
39.96557,116.34234
39.97494,116.34796
39.97841,116.36361
39.97524,116.35296
39.98068,116.37147
39.9668,116.37067
